약국명,우편번호,주소,전화번호,위도,경도
시네마약국,17774,경기도 평택시 관광특구로 19 1층 (서정동),031-663-0349,37.0672656,127.0609138
홍성종합약국,32231,충청남도 홍성군 홍성읍 조양로 158-1 (홍성읍),041-631-3838,36.6011841,126.6673747
우리동네약국,44220,울산광역시 북구 매곡로 7 농소농업협동조합 1층 (신천동),052-287-1939,35.6346393,129.3489118
시청비타민약국,35241,"대전광역시 서구 둔산중로 50 113호 (둔산동, 파이낸스타워)",042-486-1701,36.3510232,127.3872975
시민약국,15821,"경기도 군포시 고산로 571 상가동 지하층 42,43호 (산본동, 백두한양아파트)",031-396-8933,37.3639897,126.9255017
21세기종합약국,54931,전라북도 전주시 덕진구 기린대로 400-8 (금암동),063-274-4949,35.8380352,127.1328428
녹지약국,28697,충청북도 청주시 서원구 구룡산로 238 (수곡동),043-285-8688,36.6157771,127.4718024
엘지약국,10845,경기도 파주시 월롱면 엘씨디로 6 농협중앙회 118호,031-946-9950,37.8115254,126.7777991
건강한약국,55123,전라북도 전주시 완산구 소대배기로 5 (평화동2가),063-229-2227,35.7876696,127.1309752
대학약국,34964,대전광역시 중구 문화로 267 1층 (문화동),042-222-3119,36.3180846,127.4142515
친절한약국,1689,서울특별시 노원구 노해로75길 14-2 (상계동),02-930-2586,37.6543036,127.0576243
성서종합약국,42612,대구광역시 달서구 계대동문로 120 (이곡동),053-591-1060,35.8551323,128.5055733
플러스온누리약국,13438,"경기도 성남시 중원구 양현로 409 어반스퀘어 1층 102,103호 (여수동)",031-751-5114,37.4171197,127.1274031
센터온누리약국,4932,"서울특별시 광진구 능동로 420 (중곡동, 성문빌딩)",02-461-1045,37.566297,127.0847782
베드로약국,42657,대구광역시 달서구 장기로 136 (성당동),053-622-0994,35.8437348,128.5456091
한마음약국,41238,대구광역시 동구 화랑로 111 1층 (효목동),053-752-2335,35.8733127,128.6387365
그린약국,14914,"경기도 시흥시 대은로 83 2층 203-1호 (대야동, 루비프라자)",031-435-2250,37.4449688,126.7975125
일동중앙약국,15324,경기도 안산시 상록구 구룡로 15 (일동),031-419-3900,37.3119876,126.8673787
프라자약국,41583,대구광역시 북구 칠성남로 226-2 (칠성동1가),053-426-5640,35.8759276,128.6049155
태평양약국,23118,인천광역시 옹진군 영흥면 영흥북로 11 (),032-885-8177,37.2559819,126.4975912
서울약국,63591,제주특별자치도 서귀포시 중정로 71 (서귀동),064-762-3530,33.2481857,126.5639956
삼일약국,63592,제주특별자치도 서귀포시 중앙로 37 (서귀동),064-733-3031,33.2479908,126.5615847
새서울 약국,12607,경기도 여주시 흥천면 효자로 160-1 1층,031-886-2133,37.3332152,127.5408556
선비약국,36080,경상북도 영주시 중앙로126번길 6 (하망동),054-637-5335,36.8261508,128.62617
보림약국,45014,울산광역시 울주군 서생면 해맞이로 872 1동 2층,052-239-2370,35.3481204,129.3236497
반월당신세계약국,41957,"대구광역시 중구 달구벌대로 2100 C315,316호 (덕산동)",053-253-3730,35.8644213,128.5933409
수약국,31110,충청남도 천안시 서북구 성정공원7길 3 1층 101-2호 (성정동),041-522-9680,36.8294229,127.1416821
하나약국,37755,경상북도 포항시 북구 포스코대로 288 1층 (죽도동),054-614-7575,36.0200007,129.3553258
한도온누리약국,15002,경기도 시흥시 인선길 36 (장곡동),031-317-2033,37.3775076,126.7846939
수약국,39287,경상북도 구미시 신시로10길 13 (송정동),054-442-7782,36.1150568,128.3403509
미소온누리약국,57956,"전라남도 순천시 중앙로 4 1층 (장천동, 순천장례식장)",061-746-7901,34.947317,127.4879535
맑은약국,57993,"전라남도 순천시 팔마로 212 1층 (풍덕동, 이타워빌딩)",061-744-4700,34.9405169,127.5090508
향기약국,51605,경상남도 창원시 진해구 안골로 348 용원그랜드쇼핑 119호 (용원동),055-552-9567,35.1020412,128.8102967
보화약국,14957,경기도 시흥시 신현로 27 (포동),031-315-8154,37.4066904,126.7864702
비타민태평양약국,34184,"대전광역시 유성구 한밭대로492번길 16-18 (봉명동,1층)",042-826-2276,36.3591392,127.3521867
우성약국,14112,경기도 안양시 동안구 경수대로544번길 16 (호계동),031-452-7731,37.3712636,126.9589386
삼성약국,32001,"충청남도 서산시 벌말1길 60 1,2층 (동문동)",041-665-2404,36.7765381,126.4659708
천일약국,17581,경기도 안성시 안성맞춤대로 1037 (서인동),031-675-2165,37.0060951,127.2689299
건민약국,31192,"충청남도 천안시 동남구 충무로 488 (구성동, 건민약국)",041-553-6186,36.7984767,127.159575
건강한약국,41463,대구광역시 북구 구암로 146 (구암동),053-321-6233,35.931524,128.5564458
용한약국,12465,경기도 가평군 설악면 신천중앙로132번길 3 (),031-584-7322,37.6781713,127.4891967
소화온누리약국,24435,강원도 춘천시 터미널길 21 (온의동),033-255-7997,37.8643822,127.7191266
예쁜약국,26391,"강원도 원주시 시청로 96 (무실동, 영신프라자 107호)",033-735-7272,37.3360952,127.9285031
한마음약국,25258,강원도 횡성군 갑천면 청정로 274 1층,033-344-2955,37.5584176,128.1089433
한들약국,50134,경상남도 거창군 거창읍 거창대로 78-1 (거창읍),055-945-2995,35.6886394,127.9157511
우리들온누리약국,27359,충청북도 충주시 계명대로 19 (칠금동),043-855-3131,36.9826514,127.9165916
동일약국,27927,충청북도 증평군 증평읍 중앙로 201-1 201,043-838-6001,36.7841432,127.581118
밝은약국,28468,"충청북도 청주시 흥덕구 사운로 254 1층 (운천동, 손범수내과소아과의원)",043-262-9957,36.6507112,127.4742698
감초약국,24837,강원도 속초시 중앙로 126 (금호동),033-631-5857,38.2023079,128.5900447
구곡시장약국,26484,"강원도 원주시 남원로534번길 14 (단구동,원일빌딩상가1층)",033-761-4827,37.330781,127.9481548
새시민약국,25920,강원도 삼척시 진주로 20 (남양동),033-574-3117,37.4425646,129.1642913
만년약국,63200,제주특별자치도 제주시  서광로 268 (도남동),064-726-8806,33.499754,126.5251803
조은약국,28172,충청북도 청주시 흥덕구 강내면 태성탑연로 457-4 (),043-239-5535,36.6233652,127.358422
부부온누리약국,36621,경상북도 안동시 풍산읍 풍산중앙길 117 (),054-856-2049,36.5794001,128.5736499
동아온누리약국,15532,"경기도 안산시 상록구 상록수로 54 113호,114호 (본오동, 대동빌딩)",031-417-3134,37.3022041,126.8659185
천지약국,10929,경기도 파주시 문화로 65 (금촌동),031-948-5051,37.760246,126.7757483
건강도움약국,54597,전라북도 익산시 중앙로 139 (마동),063-856-0083,35.936805,126.9618397
위생약국,63264,제주특별자치도 제주시 동문로 40 (일도일동),064-753-2630,33.5128867,126.5308284
동천맑은약국,41422,대구광역시 북구 팔거천동로 213 1층 (동천동),053-326-7514,35.9429917,128.5577429
해뜰약국,34417,대전광역시 대덕구 비래동로7번길 1 (비래동),042-622-7714,36.354696,127.4492556
대중약국,4710,서울특별시 성동구 왕십리로 379 (하왕십리동),02-2292-4418,37.5645594,127.0281095
더편한약국,42784,대구광역시 달서구 월배로 93 1층 (진천동),053-637-6665,35.8144356,128.52483
정약국,42824,대구광역시 달서구 송현로 40 (송현동),053-625-3128,35.8224448,128.5479002
화산당한약국,41040,대구광역시 동구 공항로 204 (지저동),053-983-8444,35.8987593,128.6365067
김동욱토야약국,12639,경기도 여주시 도예로 56 (현암동),031-886-8558,37.3079618,127.6425235
성림약국,17529,경기도 안성시 일죽면 금일로 465-8 (),031-672-5328,37.0933894,127.4781401
우리약국,31770,충청남도 당진시 당진중앙1로 179 (읍내동),041-352-6195,36.8969521,126.6329616
그린팜약국,15338,"경기도 안산시 단원구 당곡2로 23 122호 (고잔동, 바상가)",031-414-7119,37.3249399,126.8379327
신평리약국,41824,대구광역시 서구 서대구로 138 (평리동),053-572-8575,35.8702185,128.5552508
조은온누리약국,14411,"경기도 부천시 역곡로 470 4층 (고강동, 유진프라자)",032-682-1625,37.5265466,126.8163423
가온약국,7794,서울특별시 강서구 마곡중앙8로 85 파인스퀘어Ⅱ 109호 (마곡동),070-4794-9611,37.5611255,126.8369854
평화약국,2161,서울특별시 중랑구 면목로 418 (면목동),02-439-0709,37.5892522,127.0876382
한성약국,6523,"서울특별시 서초구 신반포로 257 지하1층 (잠원동, 뉴타운)",02-537-1840,37.508618,127.0119428
해맑은약국,4145,서울특별시 마포구 마포대로 115-12 공덕삼성아파트 상가동 211호 (공덕동),02-707-3913,37.5456571,126.9511614
광장약국,3130,"서울특별시 종로구 종로 193-2 1,2층 (종로4가)",02-2272-0380,37.5710737,126.9992237
아라타워아이약국,6615,"서울특별시 서초구 서초대로77길 3 1202호 (서초동, 아라타워)",070-4269-3370,37.4980499,127.0264971
원자프라자온누리약국,1815,"서울특별시 노원구 공릉로46가길 17-19 1층 (공릉동, 윤탁노블레스)",02-974-1242,37.6270228,127.0801722
금촌타워약국,10930,경기도 파주시 중앙로 308 (금촌동),031-946-3975,37.7633969,126.7757118
유일약국,18414,경기도 화성시 병점2로 38 1층 102호 (병점동),031-236-9955,37.2064035,127.0410123
명약국,18401,경기도 화성시 경기대로 1036 (진안동),031-234-9644,37.2081995,127.035223
보금약국,54962,전라북도 전주시 완산구 유연로 158 101호 (효자동3가),063-229-8270,35.8248775,127.1029561
시민약국,17363,경기도 이천시 영창로 223 (창전동),031-633-0101,37.2809583,127.4476094
경기약국,17894,경기도 평택시 중앙로 21-1 (통복동),031-655-5466,36.9952561,127.0857519
새소망약국,14940,경기도 시흥시 매화1로 3 (매화동),031-313-2560,37.4156265,126.8147353
우리약국,17894,경기도 평택시 통복시장2로 42 (통복동),031-653-7666,36.9956469,127.0874907
함열태평양약국,54511,전라북도 익산시 함열읍 함열1길 42 (함열읍),063-862-5005,36.0795322,126.9582986
봄약국,35321,대전광역시 서구 동서대로 1072 (변동),042-532-1344,36.3291998,127.3797334
해맑은약국,6268,서울특별시 강남구 남부순환로363길 13 1층 (도곡동),02-571-0029,37.4861017,127.037717
늘푸른약국,12735,경기도 광주시 초월읍 경충대로 1254 1층 (대쌍빌딩),031-767-8575,37.3868395,127.2881154
효자약국,27173,충청북도 제천시 의림대로18길 3 (중앙로2가),043-651-3216,37.1402134,128.2119761
한결약국,14711,경기도 부천시 경인로 240 (심곡본동),032-663-1979,37.4828927,126.7821134
방촌경북약국,41145,대구광역시 동구 동촌로 211 (방촌동),053-981-0013,35.8824938,128.6637178
착한약국,22617,"인천광역시 서구 완정로 180 1층 (마전동, 동화빌딩)",032-563-8848,37.60283,126.6564707
행복한약국,10923,"경기도 파주시 중앙로 213 (금촌동, 모범약국)",031-942-4155,37.7555507,126.7802444
옵티마은혜약국,12036,경기도 남양주시 오남읍 진건오남로 806-6 1층 104호,031-522-4831,37.6986065,127.2028236
당정메디칼약국,15851,"경기도 군포시 고산로211번길 31 110호 (당정동, 성원프라자)",031-427-7564,37.3439051,126.9509706
부곡라성약국,15304,경기도 안산시 상록구 부곡로 130 1층 (부곡동),031-8044-8180,37.3333392,126.8638984
나실약국,10285,"경기도 고양시 덕양구 통일로 760 1층 127호,172호 (관산동, 더퍼스트프라임)",031-968-8696,37.6879012,126.8660966
시장약국,18136,경기도 오산시 성호새싹길 33 (오산동),031-373-7780,37.1519349,127.0701128
참온누리약국,12248,경기도 남양주시 다산중앙로123번길 13 제이타워 102호 (다산동),031-555-5901,37.6235333,127.1519389
다정한온누리약국,15455,경기도 안산시 단원구 원포공원1로 49 203호 (초지동),031-402-4232,37.302442,126.8123402
더나은약국,10386,"경기도 고양시 일산서구 중앙로 1425 주엽역 삼부르네상스 가동 136,137,138,139호 (주엽동)",031-912-9088,37.669488,126.761386
아름다운약국,5351,서울특별시 강동구 양재대로 1488 4층 (길동),02-472-4113,37.5385811,127.1405938
서울약국,15865,"경기도 군포시 산본천로 62 403호 (산본동, 인베스텔)",031-343-2112,37.3605683,126.9304786
좋은약국,14430,경기도 부천시 원종로 7 (원종동),032-676-1909,37.5242108,126.8008347
강희약국,13595,경기도 성남시 분당구 백현로101번길 16 402일부호 (수내동),031-711-2143,37.377023,127.1128823
새그린약국,15455,경기도 안산시 단원구 원포공원1로 49 309호 (초지동),031-485-2315,37.302442,126.8123402
건강한세상약국,15471,"경기도 안산시 단원구 광덕대로 161 1층 114,115호 (고잔동)",031-439-6557,37.3110042,126.8291214
남경약국,15322,경기도 안산시 상록구 도매시장로 105-1 (일동),031-437-7722,37.3149994,126.8641123
메디원약국,17373,경기도 이천시 이섭대천로 1178-22 1층 (중리동),031-631-8658,37.2763243,127.4475384
정다운약국,11312,경기도 동두천시 동광로 81 (생연동),031-866-6606,37.9090255,127.0574183
참조은약국,13497,"경기도 성남시 분당구 성남대로925번길 16 3층 111호 (야탑동, 테마폴리스)",031-725-2274,37.4131252,127.1272613
세계로온누리약국,15445,"경기도 안산시 단원구 초지로 114 109,110호 (초지동, 주공프라자)",031-439-3060,37.3088392,126.8152884
운정온누리약국,10907,"경기도 파주시 와석순환로 72 106호 (야당동, 홍원프라자)",031-942-1905,37.7106084,126.7512787
푸른약국,17373,경기도 이천시 경충대로 2566 (중리동),031-636-6205,37.2750087,127.4479379
이층큰약국,14424,"경기도 부천시 소사로 758 2층 (원종동, 한성빌딩)",032-684-1295,37.5236777,126.8052022
호수약국,31116,충청남도 천안시 동남구 천호지길 27 1층 (안서동),041-554-5886,36.8360357,127.1732841
킴스약국,42818,대구광역시 달서구 월배로 400 (송현동),053-651-5332,35.8298834,128.551272
용성약국,5237,서울특별시 강동구 고덕로 109 (암사동),02-429-9558,37.5549661,127.1375494
미동약국,7767,서울특별시 강서구 월정로30길 52 (화곡동),02-2602-4054,37.5346397,126.8388205
강남새약국,41200,대구광역시 동구 신암로 115 1층 (신암동),053-953-1122,35.8808924,128.6119164
바른손약국,43008,대구광역시 달성군 구지면 과학마을로 46 (),053-615-1113,35.6555734,128.4182839
이화약국,57639,전라남도 구례군 구례읍 봉동길 7 1층 이화약국,,35.2095817,127.4683221
동문약국,63590,제주특별자치도 서귀포시 중정로 109 102호 (서귀동),064-767-4889,33.2488267,126.568162
수온누리약국,24433,강원도 춘천시 영서로 2341 (온의동),033-244-1103,37.8683518,127.7158638
봄빛약국,28612,충청북도 청주시 서원구 복대로 5 1층 (개신동),043-284-0888,36.6176382,127.4460624
이박사약국,35041,대전광역시 중구 보문산로 404 (대사동),042-255-7577,36.3175122,127.4180619
인주민약국,31436,충청남도 아산시 인주면 현대로 1298 (민약국),041-533-0238,36.869282,126.8852613
오현당약국,37626,경상북도 포항시 북구 두호로 24 (두호동),054-251-8272,36.0600765,129.3759997
올리브약국,31019,충청남도 천안시 서북구 성환읍 연암율금로 508 103호,041-583-5490,36.9111581,127.1341341
사랑온누리약국,30130,"세종특별자치시 한누리대로 157 106호 (나성동, 금강프라자)",044-862-7533,36.4793087,127.2625014
다정약국,0,대구광역시 수성구 달구벌대로 3218 (신매동),053-794-7722,35.839349,128.7082758
서문약국,55080,전라북도 전주시 완산구 용머리로 54 (효자동1가),063-226-9940,35.8063295,127.1170279
큰행복약국,33454,충청남도 보령시 해태로 8 (대천동),041-936-1710,36.3526824,126.5928416
일신약국,27930,충청북도 증평군 증평읍 윗장뜰길 35 (증평읍),043-836-2223,36.7833525,127.5814272
이화온누리약국,8862,"서울특별시 관악구 난곡로 53 303호 (신림동, 관악산휴먼시아상가동)",02-855-2851,37.4601972,126.919364
내동온누리약국,32991,충청남도 논산시 대학로65번길 18-1 리더스타운 101호 (내동),041-734-3450,36.1799054,127.1049863
자연약국,14546,"경기도 부천시 소향로 131 503호 (중동, 일신빌딩)",032-348-7500,37.5024289,126.7623512
튼튼약국,17933,경기도 평택시 안중읍 안중로 143 101호 (녹원빌딩),070-8874-2968,36.9892517,126.9321837
늘참조은약국,17084,"경기도 용인시 기흥구 탑실로 36 1층 103호 (공세동, 공세프라자)",031-286-1090,37.2389631,127.109757
다나약국,42929,대구광역시 달성군 다사읍 서재로7길 12 (),070-4042-1789,35.8686969,128.4922096
건강약국,57162,전라남도 함평군 학교면 사거리길 11 (),061-322-3113,35.0216501,126.5338693
빛고을다나약국,61748,광주광역시 남구 덕남길 108 (덕남동),062-262-1352,35.0937704,126.8989289
새태평양약국,17370,경기도 이천시 이섭대천로 1224 (창전동),031-634-9967,37.2795067,127.4470915
가나안약국,6035,서울특별시 강남구 도산대로 113 1층 (신사동),02-549-8774,37.5170222,127.0208674
소망약국,54025,전라북도 군산시 중앙로 155 (중앙로1가),063-442-0157,35.9862744,126.7130659
드림약국,55062,전라북도 전주시 완산구 호암로 59 (효자동2가),063-224-5151,35.8094833,127.101104
장수약국,38849,경상북도 영천시 충효로 148 (문내동),054-332-7575,35.9763708,128.9447775
이화온누리약국,39579,경상북도 김천시 용암로 19-16 (모암동),054-437-4300,36.1219157,128.1274441
평택프라자약국,17909,경기도 평택시 중앙로 84 (합정동),031-658-6116,36.9936241,127.0923668
사랑365약국,42279,대구광역시 수성구 달구벌대로 3316 (신매동),053-795-5119,35.8359195,128.7184518
독일약국,54951,전라북도 전주시 완산구 당산로 40 예영교회 101호 (서신동),063-275-0110,35.8320129,127.1126721
명약국,13179,경기도 성남시 중원구 산성대로372번길 3 (금광동),031-747-5333,37.4452336,127.1575293
기린약국,18261,경기도 화성시 남양읍 남양성지로 135 3층 302호,031-355-7365,37.2089704,126.8180764
바다약국,23054,인천광역시 강화군 내가면 중앙로 1314-1 1층,032-933-0075,37.7013,126.3790924
나나약국,14996,경기도 시흥시 장현장곡로 2 110호 (장곡동),031-311-8840,37.3788623,126.7892983
비타민약국,21357,"인천광역시 부평구 길주남로10번길 21 (부평동, 래미안부평상가1동 101호)",032-330-7588,37.5031427,126.7244292
가까운독수리약국,16995,"경기도 용인시 기흥구 동백죽전대로 333 지4층 108,109호 (중동, 스프링카운티자이)",031-286-5505,37.2694563,127.1487474
우리약국,35241,"대전광역시 서구 둔산중로 38 109호 (둔산동, 둔산메트르존빌딩)",042-484-8687,36.3499644,127.3872537
1층엔약국,3396,"서울특별시 은평구 통일로 741-1 (대조동, Das Haus)",02-382-1080,37.611573,126.928483
이화약국,18404,경기도 화성시 병점1로 221 화인메디컬프라자 105호 (진안동),031-232-2332,37.2135979,127.0418331
온누리중앙프라자약국,22675,인천광역시 서구 서곶로 837 (당하동),032-565-5554,37.5920754,126.672989
현온누리약국,6044,"서울특별시 강남구 강남대로 560 지하1층 2호 (논현동, 삼익전자빌딩)",02-3446-7012,37.5119213,127.0213352
조약국,38020,경상북도 경주시 안강읍 안강중앙로 216 (안강읍),054-763-7585,35.9922298,129.2236432
드림약국,31129,"충청남도 천안시 동남구 대흥로 228 (대흥동, 삼영빌딩)",041-562-4531,36.8083735,127.1481019
부안신세계약국,56313,전라북도 부안군 부안읍 석정로 224 (),063-581-9600,35.7257137,126.7371142
파티마약국,27361,충청북도 충주시 봉계1길 52 (칠금동),043-851-8582,36.9810733,127.9155992
바다약국,32148,충청남도 태안군 태안읍 서해로 1952-13 (),041-674-7735,36.7524613,126.3229869
보은약국,63184,제주특별자치도 제주시  서광로 175 (용담일동),064-757-5763,33.5003202,126.5151861
천사약국,54659,전라북도 익산시 고현로7길 4 (모현동1가),063-842-0374,35.9459361,126.9432547
세원약국,37745,경상북도 포항시 북구 중흥로 287 (죽도동),054-272-8008,36.0282728,129.3620592
성환제일약국,31015,충청남도 천안시 서북구 성환읍 성환12길 45-8 (성환읍),041-585-0900,36.9174697,127.1334622
서래비비약국,6584,서울특별시 서초구 방배로 232 1층 (방배동),548-3433,37.4939655,126.9900713
호산나약국,57066,전라남도 영광군 염산면 천년로 19-5 (),061-352-9767,35.2179606,126.3739094
보경약국,27405,충청북도 충주시 중앙로 49 (문화동),043-847-9661,36.9730524,127.9288634
종로온누리약국,33326,충청남도 청양군 청양읍 중앙로 130 (청양읍),041-943-5410,36.4512774,126.8032462
새평화약국,54920,전라북도 전주시 덕진구 안덕원로 261 (인후동1가),063-241-5094,35.83695,127.1555516
은혜약국,27005,충청북도 단양군 매포읍 평동3로 4 (매포읍),043-422-5511,37.034415,128.2985971
성모약국,31977,충청남도 서산시 고운로 219 (동문동),041-669-4948,36.7837932,126.4595494
서울약국,32578,충청남도 공주시 신금1길 54 (신관동),041-881-8333,36.4769627,127.1460252
백제약국,28704,충청북도 청주시 서원구 청남로 2114 (모충동),043-283-8212,36.6208147,127.4878734
성원약국,15221,경기도 안산시 단원구 북촌3길 19-1 1층 102호 (선부동),031-482-9777,37.3432192,126.8056209
한아름약국,31037,충청남도 천안시 서북구 직산읍 봉주로 51 (직산읍),041-583-0355,36.8775039,127.152227
동일약국,32738,충청남도 금산군 금산읍 뒷담말길 22 (삼광빌딩),041-754-2428,36.1040302,127.4913353
도담약국,12637,경기도 여주시 현암3길 1 103호 (현암동),031-881-4569,37.3078661,127.6417357
종우약국,5082,서울특별시 광진구 뚝섬로 480 1층 (자양동),02-464-4756,37.5364286,127.0635633
명보약국,42612,대구광역시 달서구 계대동문로 98 (신당동),053-587-3436,35.855177,128.5030982
종로약국,63591,제주특별자치도 서귀포시 중앙로42번길 8 강원청과 (서귀동),064-733-0307,33.2482919,126.5626541
녹십자약국,54636,전라북도 익산시 무왕로 1030 (영등동),063-833-0660,35.9581244,126.9711967
일신약국,3196,서울특별시 종로구 종로 224 1층 (종로5가),02-2264-7885,37.5707576,127.0025166
운천약국,28475,충청북도 청주시 흥덕구 1순환로 503 (봉명동),043-263-2458,36.6474396,127.4658381
새국민약국,42038,대구광역시 수성구 화랑로 68 (만촌동),053-752-3771,35.8714324,128.6346004
엄마손약국,42628,대구광역시 달서구 용산로 229 (용산동),053-522-4965,35.858072,128.5303462
양춘당약국,41162,대구광역시 동구 동촌로 228-1 1층 (방촌동),053-982-6900,35.8812295,128.6650939
현대약국,32506,충청남도 공주시 유구읍 중앙1길 96 (유구읍),041-841-2074,36.5532607,126.9511679
중앙메디칼약국,15324,경기도 안산시 상록구 구룡로 85-1 (일동),031-415-9498,37.3162364,126.8732521
휴베이스효천약국,55065,전라북도 전주시 완산구 천잠로 164 1층 (효자동2가),063-225-1728,35.8024187,127.0993016
새신탄약국,34306,대전광역시 대덕구 신탄진로 836 (신탄진동),042-933-4412,36.4520393,127.4290878
일오약국,28535,충청북도 청주시 청원구 직지대로 878 (우암동),043-256-1515,36.6506979,127.4873367
달달약국,57936,전라남도 순천시 용당삼산로 17 1층 103호 (용당동),061-727-3737,34.9733127,127.4896805
신동약국,54647,전라북도 익산시 인북로 339 (신동),063-856-8700,35.958601,126.9609395
중앙약국,37769,경상북도 포항시 남구 중흥로 84 (상도동),054-272-4428,36.0127551,129.3504053
예산 삼선약국,32436,충청남도 예산군 예산읍 임성로 20 (),041-335-2575,36.6798316,126.8497892
명인약국,17052,경기도 용인시 처인구 금령로 101 용인중앙동우체국 2층 (김량장동),031-323-1277,37.2359371,127.2077254
백조약국,1814,"서울특별시 노원구 공릉로46길 3 102호 (공릉동, 평화타운)",02-974-7778,37.6271603,127.0791936
메디팜유일약국,6709,서울특별시 서초구 효령로46길 14 (서초동),02-585-2260,37.4828127,127.0087995
명동약국,4536,서울특별시 중구 퇴계로 123 8층 (충무로2가),02-2079-0825,37.5612886,126.9853496
세종로약국,7360,서울특별시 영등포구 여의대방로 197 (신길동),02-846-0072,37.5046367,126.9218606
두산약국,8750,"서울특별시 관악구 봉천로 391 113호 (봉천동, 두산아파트)",02-888-2369,37.4834822,126.9432631
소망약국,1743,"서울특별시 노원구 한글비석로 253 305호 (중계동, 세신프라자)",02-933-3383,37.6504337,127.0763637
명가약국,31055,충청남도 천안시 서북구 입장면 석재길 3 (),041-587-1500,36.9110428,127.2217887
실로암약국,10874,"경기도 파주시 책향기로 439 108호 (동패동, 책향기마을 동문굿모닝힐상가)",031-957-7869,37.7245957,126.7203831
논공약국,42968,대구광역시 달성군 논공읍 비슬로 1787 (논공읍),053-611-2810,35.7743854,128.4210049
한결약국,27634,충청북도 음성군 금왕읍 무극로 290 (삼원빌딩 2층),043-877-2767,36.9928971,127.593788
건강약국,51593,경상남도 창원시 진해구 장복대로 171 다온빌딩 104호 (자은동),055-551-2501,35.1551386,128.7127169
하이중앙약국,17336,경기도 이천시 부발읍 경충대로 2091 (),031-631-2403,37.2468553,127.4789303
더세종약국,30127,세종특별자치시 한누리대로 273 (나성동),044-865-0205,36.4884841,127.2564824
소담약국,3929,서울특별시 마포구 성암로 179 한샘상암 1층 (상암동),02-304-0779,37.5761771,126.8986284
나눔약국,31156,충청남도 천안시 서북구 불당21로 67-26 107호 (불당동),041-523-7760,36.8147888,127.1087327
다나약국,41530,대구광역시 북구 동북로 297 (복현동),053-941-1155,35.8926552,128.622573
열린약국,42189,대구광역시 수성구 지범로 113 (지산동),053-781-2363,35.8248748,128.6329491
프라임엠약국,6186,"서울특별시 강남구 삼성로 352 1층 (대치동, 창진빌딩)",02-3288-9772,37.5030378,127.0590554
명문당약국,8632,"서울특별시 금천구 시흥대로 225 104,105호 (시흥동)",02-803-3443,37.4538129,126.9004586
금마종합약국,54572,전라북도 익산시 금마면 미륵사지로1길 35 (금마면),063-836-6051,35.9897918,127.0533561
광장약국,10073,"경기도 김포시 김포한강1로 227 광장프라자 117,118호 (운양동)",031-981-7811,37.65416,126.6826066
라온약국,38831,경상북도 영천시 망정1길 200 (망정동),054-334-7722,35.9824973,128.9515744
아산우리약국,31442,충청남도 아산시 음봉면 아산온천로 228 아산온천 101호,041-544-0246,36.8531412,126.9818163
친절한약국,1073,"서울특별시 강북구 도봉로 325 4층 (수유동, 수성타워)",02-907-1150,37.637326,127.0243657
동천제일약국,38107,경상북도 경주시 동천로 69 (동천동),054-777-4125,35.8539952,129.2264515
메디팜대신M약국,5706,서울특별시 송파구 송이로 87 1층 (가락동),02-448-1121,37.4983477,127.1208106
전주즐거운약국,54987,전라북도 전주시 완산구 선너머4길 7 1층 (중화산동1가),063-282-5885,35.8135229,127.1323567
강일수약국,5201,서울특별시 강동구 아리수로93나길 54 경서프라자 103호 (강일동),02-428-4070,37.5722002,127.174853
대우당약국,32540,충청남도 공주시 웅진로 197 1층 (산성동),041-855-3335,36.4580615,127.1246424
빛에약국,42696,대구광역시 달서구 달구벌대로 1282 1층 (이곡동),053-581-8731,35.8512606,128.5076021
드림약국,22696,"인천광역시 서구 승학로 498 108호 (검암동, 서해프라자)",070-7619-2828,37.5651728,126.6749685
새빛약국,11346,경기도 동두천시 지행로 49 청솔프라자 1층 101호 (지행동),031-861-0243,37.892707,127.0528145
하늘약국,18453,"경기도 화성시 동탄반석로 196 504호 (반송동, 아이프라자)",031-613-8229,37.206105,127.0724294
원곡햇살약국,15382,"경기도 안산시 단원구 원초로 30 308호 (원곡동, 보성프라자)",031-410-7839,37.3283895,126.8017332
나래약국,17073,"경기도 용인시 기흥구 금화로11번길 42 102호 (상갈동, 상갈프라자)",031-286-6255,37.2633039,127.1085035
기린약국,17581,경기도 안성시 중앙로 370 307호 (석정동),031-675-2825,37.0076411,127.2678542
정성 약국,10816,"경기도 파주시 문산읍 방촌로 1759 홈플러스 1층 X2,Y5호",031-952-8879,37.8697335,126.7850776
편안약국,41451,대구광역시 북구 칠곡중앙대로 393 3층 (태전동),053-261-7901,35.9308799,128.547819
한사랑약국,41846,대구광역시 서구 평리로 150 (중리동),053-553-6196,35.8585925,128.5408825
진광약국,36216,경상북도 봉화군 춘양면 의양로2길 6 6,054-672-8678,36.9377976,128.9146127
힐링약국,36697,경상북도 안동시 제비원로 160 (광석동),054-853-3375,36.5665563,128.7210115
알파약국,41267,대구광역시 동구 국채보상로 771 1층 (신천동),053-424-6900,35.8682654,128.6153219
영덕종합약국,36432,경상북도 영덕군 영덕읍 중앙길 96-16 (),054-734-0048,36.4116902,129.3700142
아침약국,41238,대구광역시 동구 화랑로 109 (효목동),053-756-7566,35.8732807,128.638524
하나약국,36821,경상북도 예천군 예천읍 효자로 123 (예천읍),054-652-7575,36.6583116,128.4569561
